cell_type;min_sample;epsilon;x_roi_w_borders;y_roi_w_borders;id_cluster;in_cluster_edge;area_cluster;x_centroid;y_centroid;edge_cell_in_e1;edge_cell_in_e2;edge_cell_in_e3;edge_cell_in_e4;edge_cell_in_e5;edge_cell_in_e6;edge_cell_in_e7;edge_cell_in_e8;edge_cell_in_e9;edge_cell_in_e10;edge_cell_in_e11;edge_cell_in_e12;edge_cell_in_e13;edge_cell_in_e14;edge_cell_in_e15;edge_cell_in_e16;edge_cell_in_e17;edge_cell_in_e18;edge_cell_in_e19;edge_cell_in_e20;edge_cell_in_e21;edge_cell_in_e22;edge_cell_in_e23;edge_cell_in_e24;edge_cell_in_e25;edge_cell_in_e26;edge_cell_in_e27;edge_cell_in_e28;edge_cell_in_e29;edge_cell_in_e30;edge_cell_in_e31;edge_cell_in_e32;edge_cell_in_e33;edge_cell_in_e34;edge_cell_in_e35;edge_cell_in_e36;edge_cell_in_e37;edge_cell_in_e38;edge_cell_in_e39;edge_cell_in_e40;edge_cell_in_e41;edge_cell_in_e42;edge_cell_in_e43;edge_cell_in_e44;edge_cell_in_e45;edge_cell_in_e46;edge_cell_in_e47;edge_cell_in_e48;edge_cell_in_e49;edge_cell_in_e50;edge_cell_in_e51;edge_cell_in_e52;edge_cell_in_e53;edge_cell_in_e54;edge_cell_in_e55;edge_cell_in_e56;edge_cell_in_e57;edge_cell_in_e58;edge_cell_in_e59;edge_cell_in_e60;edge_cell_in_e61;edge_cell_in_e62;edge_cell_in_e63;edge_cell_in_e64;edge_cell_in_e65;edge_cell_in_e66;edge_cell_in_e67;edge_cell_in_e68;edge_cell_in_e69;edge_cell_in_e70;edge_cell_in_e71;edge_cell_in_e72;edge_cell_in_e73;edge_cell_in_e74;edge_cell_in_e75;edge_cell_in_e76;edge_cell_in_e77;edge_cell_in_e78;edge_cell_in_e79;edge_cell_in_e80;edge_cell_in_e81;edge_cell_in_e82;edge_cell_in_e83;edge_cell_in_e84;edge_cell_in_e85;edge_cell_in_e86;edge_cell_in_e87;edge_cell_in_e88;edge_cell_in_e89;edge_cell_in_e90;edge_cell_in_e91;edge_cell_in_e92;edge_cell_in_e93;edge_cell_in_e94;edge_cell_in_e95;edge_cell_in_e96;edge_cell_in_e97;edge_cell_in_e98;edge_cell_in_e99
Tumor;4;600.0;-1385;1221;60;True;2313.0;-1357.0;1213.0;True;True;False;True;True;True;True;True;True;True;True;False;True;True;False;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;False;False;True;True;True;True;True;False;False;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;False;True;True;False;True;False;False;True;False;True;True;True;True;True;False;True;True;True;True;True;False;True;True;True;True;True;True
Tumor;4;600.0;-1350;1197;60;False;2313.0;-1357.0;1213.0;False;True;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;True;False;True;False;False;True;False;True;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False
Tumor;4;600.0;-1367;1227;60;False;2313.0;-1357.0;1213.0;False;False;False;True;False;True;False;True;False;False;True;False;False;False;False;True;False;False;True;True;False;False;False;False;True;False;True;True;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;True;False;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
Tumor;4;600.0;-1339;1174;60;True;2313.0;-1357.0;1213.0;True;False;True;True;True;True;False;True;True;True;True;True;True;False;True;True;True;True;True;True;False;True;True;False;True;False;True;True;False;True;False;True;True;True;True;False;True;True;True;False;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;False;False;True;False;True;True;True;True;True;True;False;True;False;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;False;True;True;False;True;True
Tumor;4;600.0;-1348;1220;60;False;2313.0;-1357.0;1213.0;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;True;False;True;False;False;False;False;True;True;False;False;False;False;False;False;True;True
Tumor;4;600.0;-1375;1197;60;True;2313.0;-1357.0;1213.0;True;True;True;True;False;True;True;True;False;False;True;True;False;True;True;True;False;True;True;True;True;False;True;True;True;True;True;True;True;False;True;True;True;True;True;True;False;True;True;True;False;True;True;False;False;True;True;True;True;True;False;True;False;False;True;True;True;True;True;True;True;True;True;True;False;False;True;True;False;True;False;True;True;True;True;True;True;True;True;True;True;True;True;False;True;False;True;True;True;True;True;False;True;True;False;False;True;True;True
Tumor;4;600.0;-1527;1178;62;True;1058.0;-1520.0;1208.0;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;False;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;False;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;False;True;False;True
Tumor;4;600.0;-1511;1230;62;True;1058.0;-1520.0;1208.0;True;True;True;True;True;True;False;True;False;False;True;True;False;True;True;False;False;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;False;True;True;True;False;True;True;True;True;True;True;True;True;True;False;True;True;False;True;True;False;True;True;True;True;True;False;True;False;True;True;False;True;True;True;True;True;True;False;False;True;False;True;True;True;False;True;True;True;False;True;True;True;True;True;True;True
Tumor;4;600.0;-1493;1233;62;True;1058.0;-1520.0;1208.0;True;True;False;True;True;True;True;True;True;True;True;False;True;False;True;True;True;True;False;False;True;True;False;False;False;True;False;True;True;True;True;True;True;True;True;True;True;False;True;True;False;False;True;False;True;False;True;True;False;True;False;True;False;True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;True;True;True;True;False;True;False;True;True;False;False;False;True;True;True;True;True;True;False;True;True;False;True;True;True;False;True;True;True;True;False
Tumor;4;600.0;-1547;1184;62;True;1058.0;-1520.0;1208.0;True;True;True;False;True;False;True;False;True;True;True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;False;True;True;True;False;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;False;False;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;False;True;True;True;True;False;True;False;True;True;True;True;True;True
Tumor;4;600.0;-1514;1220;62;False;1058.0;-1520.0;1208.0;False;False;True;False;False;False;True;False;True;True;False;True;True;True;False;True;True;True;True;True;False;False;True;True;True;False;True;False;False;False;False;False;False;False;False;False;True;True;False;False;True;True;True;True;False;True;True;False;True;False;True;False;True;False;False;False;True;False;False;True;False;False;True;True;True;False;False;False;True;False;True;False;True;True;True;False;False;True;True;True;True;True;False;True;False;False;True;True;False;True;False;True;False;True;False;False;False;False;True
Tumor;4;600.0;-1531;1207;62;True;1058.0;-1520.0;1208.0;False;False;True;True;True;True;True;True;True;True;False;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;False;False;True;True;False;False;True;True;False;True;True;True;False;True;True;True;True;False;True;True;False;True;False;True;True;True;False;False;False;True;True;True;True;False;True;True;True;True;True;True;True;True;False;True;False;True;True;True;True;False;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;False;True;False;True;True
Tumor;4;600.0;-1529;1129;56;True;23.0;-1514.0;1144.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Tumor;4;600.0;-1515;1145;56;True;23.0;-1514.0;1144.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Tumor;4;600.0;-1499;1160;56;True;23.0;-1514.0;1144.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Tumor;4;600.0;-822;110;63;True;805.0;-794.0;110.0;True;False;True;True;True;True;True;True;True;True;False;True;True;False;True;True;True;True;False;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;False;True;True;True;False;True;True;True;True;False;True;False;True;False;True;False;True;True;True;True;False;True;False;True;True;True;True;True;True;True;True;True;True;False;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True
Tumor;4;600.0;-809;91;63;True;805.0;-794.0;110.0;True;True;False;False;True;True;True;True;True;True;True;False;True;True;True;False;True;False;True;False;True;True;True;False;True;True;False;True;True;False;True;True;True;True;True;True;True;True;False;False;True;True;False;False;True;True;False;False;True;True;False;True;True;True;True;True;False;True;False;False;True;True;True;False;False;True;False;False;True;True;True;True;True;True;True;True;True;False;True;False;True;False;True;True;True;True;False;True;True;True;True;True;False;True;False;True;False;False;True
Tumor;4;600.0;-781;110;63;True;805.0;-794.0;110.0;False;True;True;True;False;False;True;True;True;False;True;True;False;True;True;True;False;True;True;True;True;True;False;True;True;False;True;True;True;True;False;False;False;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;False;True;True;True;False;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;False;True;True;False;True;True;True;True;False;True;False;True;True;True;True;True;False;True;True;True;True;True;True;False
Tumor;4;600.0;-787;125;63;True;805.0;-794.0;110.0;True;True;True;True;True;True;False;False;True;True;True;True;True;True;False;True;True;True;True;True;False;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;False;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;False;True;True;True;False;True;True;True;True;False;True;False;True;False;True;True;True;True;True;True;True;True;True;False;True;True;False;False;False;True;True;True;True;True;False;True;True;True
Tumor;4;600.0;-771;121;63;True;805.0;-794.0;110.0;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;False;True;True;True;True;False;True;False;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;False;True;True;True;True;True;True;True;True;False;True;False;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True
Tumor;4;600.0;-798;108;63;False;805.0;-794.0;110.0;False;False;True;True;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;True;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;True;True;False;False;True;True;False;False;True;True;False;False;True;False;False;False;False;False;True;False;True;True;False;False;False;True;True;False;True;True;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;False;True;False;False;False;False;False;True;False;True;False;True;True;False
Tumor;4;600.0;-1580;1170;65;True;760.0;-1588.0;1147.0;True;True;False;False;True;True;True;False;True;True;True;False;True;False;False;True;True;True;True;False;False;True;True;True;False;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;True;True;True;True;True;True;True
Tumor;4;600.0;-1582;1129;65;True;760.0;-1588.0;1147.0;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;False;False;False;True;True;False;True;True;True;True;True;False;True;False;False;True;False;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;False;False;True;True;False;True;True;True;False;True;True;True;False;True;True;True;False;True;False;True;True;True;False;True;True;True;True;True;False;True;True;True;False;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False
Tumor;4;600.0;-1582;1157;65;False;760.0;-1588.0;1147.0;False;False;True;True;False;True;False;True;False;False;False;True;False;True;True;False;True;True;True;True;True;True;False;False;True;False;True;True;False;True;True;False;True;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;True;True;True;False;True;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;True;True;True;False;False;False;False;False;True;False;False;False;True;False;True;False;False;False;False;True;True;False;False;False;False;False;False;False;False;True;True
Tumor;4;600.0;-1599;1122;65;True;760.0;-1588.0;1147.0;True;True;True;True;True;True;True;True;False;True;False;True;True;True;True;False;True;True;True;True;True;True;False;False;True;False;True;True;False;True;True;False;True;True;False;False;False;True;True;False;True;True;True;False;False;False;False;False;True;True;True;False;True;False;True;True;True;True;True;False;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;False;False;True;False;True;True;True;False;False;True;True;True;False;False;True;False;True;True;True;True;True
Tumor;4;600.0;-1601;1161;65;True;760.0;-1588.0;1147.0;False;False;True;True;False;True;False;True;True;False;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;False;True;False;True;False;True;True;True;True;True;True;True;True;True;True;True;False;False;True;False;False;True;True;False;True;False;True;False;True;False;True;True;True;False;False;False;False;True;True;False;True;True;True;True;True;False;False;True;True;True;True;False;True;True;False;True;False;False;False;True;True
Tumor;4;600.0;-1467;1244;54;False;21223.0;-1454.0;1148.0;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;True;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False
Tumor;4;600.0;-1482;1088;54;False;21223.0;-1454.0;1148.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Tumor;4;600.0;-1426;1167;54;False;21223.0;-1454.0;1148.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Tumor;4;600.0;-1415;1140;54;False;21223.0;-1454.0;1148.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Tumor;4;600.0;-1403;1089;54;True;21223.0;-1454.0;1148.0;True;True;True;False;False;True;True;True;True;True;False;False;False;True;True;False;True;True;False;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;False;True;True;False;False;True;True;True;True;True;True;True;True;True;False;False;False;True;False;True;False;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;False;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True
Tumor;4;600.0;-1435;1186;54;False;21223.0;-1454.0;1148.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Tumor;4;600.0;-1400;1164;54;False;21223.0;-1454.0;1148.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Tumor;4;600.0;-1411;1126;54;False;21223.0;-1454.0;1148.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Tumor;4;600.0;-1399;1197;54;True;21223.0;-1454.0;1148.0;True;True;True;True;True;False;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;False;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;False;True;True;True;True;False;False;True;True;True
Tumor;4;600.0;-1416;1183;54;False;21223.0;-1454.0;1148.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Tumor;4;600.0;-1461;1140;54;False;21223.0;-1454.0;1148.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Tumor;4;600.0;-1535;1039;54;True;21223.0;-1454.0;1148.0;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;False;True;True;False;True;True;True;True;True;True;True;False
Tumor;4;600.0;-1443;1205;54;False;21223.0;-1454.0;1148.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Tumor;4;600.0;-1472;1094;54;False;21223.0;-1454.0;1148.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Tumor;4;600.0;-1419;1154;54;False;21223.0;-1454.0;1148.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Tumor;4;600.0;-1483;1133;54;False;21223.0;-1454.0;1148.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Tumor;4;600.0;-1457;1155;54;False;21223.0;-1454.0;1148.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Tumor;4;600.0;-1529;1086;54;False;21223.0;-1454.0;1148.0;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False
Tumor;4;600.0;-1462;1275;54;True;21223.0;-1454.0;1148.0;True;True;True;True;True;True;False;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;False;False;True;True;True;True;True;False;True;True;True;True;True;True;True;False;True;True;True;True;True;True;False;True;True;True;True;True;True;True;False;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True
Tumor;4;600.0;-1540;1063;54;True;21223.0;-1454.0;1148.0;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;False;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;False;False;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;False;True
Tumor;4;600.0;-1460;1176;54;False;21223.0;-1454.0;1148.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Tumor;4;600.0;-1456;1231;54;False;21223.0;-1454.0;1148.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Tumor;4;600.0;-1509;1052;54;False;21223.0;-1454.0;1148.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Tumor;4;600.0;-1422;1259;54;True;21223.0;-1454.0;1148.0;False;False;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;False;True;True;True;True;False;True;True;False;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;False;True;True;True;True;False;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True
Tumor;4;600.0;-1445;1250;54;False;21223.0;-1454.0;1148.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Tumor;4;600.0;-1402;1152;54;False;21223.0;-1454.0;1148.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Tumor;4;600.0;-1470;1111;54;False;21223.0;-1454.0;1148.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Tumor;4;600.0;-1465;1190;54;False;21223.0;-1454.0;1148.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
