;type_A;type_B;min_levelset;max_levelset;w_number;m_a;eta_t;k;mt_a;sigma_a;threshold;eta_s;eta_a;z_score;p_value;distance_association;proba
533;Neutrophil;BnT;250;300.0;5;3960.0;0.0;0.0;0.5483245638327333;5161.2905362903175;16113.910413084977;0.0;-0.0;-0.7672499682310567;;0.0;False
534;Neutrophil;BnT;300;400.0;6;7342.0;0.0;0.0;1.0166158958737193;6803.367070796636;23362.705152015413;0.0;-0.0;-1.079171522512057;;0.0;False
535;Neutrophil;BnT;400;500.0;7;5921.0;1.0;7222.0;0.8198559955690944;6195.093370967059;20509.330050791585;0.0;0.0;0.21000490583355208;;0.0;False
536;Neutrophil;BnT;500;600.0;8;4926.0;0.0;0.0;0.6820825256161728;5704.593543803098;18359.291225701672;0.0;-0.0;-0.8635146329314058;;0.0;False
537;Neutrophil;BnT;600;700.0;9;3843.0;0.0;0.0;0.5321240653558571;5089.996549605903;15829.025904150349;0.0;-0.0;-0.7550103349868769;;0.0;False
538;Neutrophil;BnT;700;800.0;10;2948.0;0.0;0.0;0.40819717529770144;4494.8991089901;13532.678522241642;0.0;-0.0;-0.6558545427869119;;0.0;False
539;Neutrophil;BnT;800;900.0;11;2216.0;0.0;0.0;0.3068402104680144;3923.0243435390503;11454.016361310138;0.0;-0.0;-0.5648703158443559;;0.0;False
540;Neutrophil;BnT;900;1000.0;12;1845.0;0.0;0.0;0.2554693990584326;3591.5298794524874;10302.406552462306;0.0;-0.0;-0.5137086595201212;;0.0;False
541;Neutrophil;BnT;1000;1100.0;13;1570.0;0.0;0.0;0.21739130434782608;3321.2087408050697;9390.848916579776;0.0;-0.0;-0.47271945924706554;;0.0;False
542;Neutrophil;BnT;1100;1200.0;14;1207.0;0.0;0.0;0.16712821932982552;2921.4461958078227;8086.480062367673;0.0;-0.0;-0.41315154177133384;;0.0;False
543;Neutrophil;BnT;1200;inf;15;2473.0;7.0;50554.0;0.342425920797563;4134.675304664201;12209.416287117707;7.0;6.657574079202437;11.62872449639789;;0.0;False
544;Neutrophil;DC;0;50.0;0;84617906.0;14.0;2386.029498525074;496494.5675366934;;;0.0;-0.0;;;0.0;False
545;Neutrophil;DC;50;100.0;1;3827.0;30.0;5112.920353982301;22.45487745776793;780.4068657477295;5664.71773074253;0.0;0.0;1.6477563312442478;;0.0;False
546;Neutrophil;DC;100;150.0;2;4199.0;30.0;5112.920353982301;24.63758307947937;814.6335350697129;6117.315377736582;0.0;0.0;1.121879120657722;;0.0;False
547;Neutrophil;DC;150;200.0;3;4159.0;17.0;2897.321533923304;24.402883550263084;811.0467088964725;6068.869047565795;0.0;-0.0;-1.5556175152888085;;0.0;False
548;Neutrophil;DC;200;250.0;4;4170.0;13.0;2215.5988200589973;24.467425920797563;812.0352448866079;6082.1968719306;0.0;-0.0;-2.4067935379010725;;0.0;False
549;Neutrophil;DC;250;300.0;5;3960.0;25.0;4260.766961651917;23.235253392412073;792.872675557695;5827.07246956058;0.0;0.0;0.3793382858607934;;0.0;False
550;Neutrophil;DC;300;400.0;6;7342.0;52.0;8862.395280235989;43.07909858764885;1045.1269530935447;9803.0858987468;0.0;0.0;1.4547469814415026;;0.0;False
551;Neutrophil;DC;400;500.0;7;5921.0;41.0;6987.657817109144;34.74139781224038;951.6845102656899;8162.045761319108;0.0;0.0;1.1208103164475758;;0.0;False
552;Neutrophil;DC;500;600.0;8;4926.0;32.0;5453.781710914454;28.903247022985322;876.3343807603665;6989.609765964295;0.0;0.0;0.6022606467368262;;0.0;False
553;Neutrophil;DC;600;700.0;9;3843.0;23.0;3919.905604719764;22.548757269454445;781.920559303787;5684.282206670368;0.0;0.0;0.09835475459072211;;0.0;False
554;Neutrophil;DC;700;800.0;10;2948.0;10.0;1704.3067846607669;17.2973553032401;690.5022412221002;4574.008518768597;0.0;-0.0;-1.8011429088746418;;0.0;False
555;Neutrophil;DC;800;900.0;11;2216.0;16.0;2726.890855457227;13.002353918582111;602.6513690072991;3635.135523903731;0.0;0.0;0.8477386458090655;;0.0;False
556;Neutrophil;DC;900;1000.0;12;1845.0;7.0;1193.014749262537;10.82551578510108;551.7274962229957;3144.2189675006475;0.0;-0.0;-1.181716073969142;;0.0;False
557;Neutrophil;DC;1000;1100.0;13;1570.0;8.0;1363.4454277286136;9.21195652173913;510.2010130784853;2771.4315725923148;0.0;-0.0;-0.40484939656443153;;0.0;False
558;Neutrophil;DC;1100;1200.0;14;1207.0;10.0;1704.3067846607669;7.082058294101357;448.7898608848448;2263.819360418284;0.0;0.0;1.1081061048934238;;0.0;False
559;Neutrophil;DC;1200;inf;15;2473.0;11.0;1874.7374631268437;14.510298393796733;635.164993778415;3968.6992592513698;0.0;-0.0;-0.9419009906611248;;0.0;False
560;Neutrophil;MacCD163;0;50.0;0;84617906.0;157.0;1843.6650406504066;7205761.865134312;;;0.0;-0.0;;;926.0346182446161;False
561;Neutrophil;MacCD163;50;100.0;1;3827.0;232.0;2724.3967479674798;325.89379673220714;204.85113720610426;4309.387564140319;0.0;-0.0;-5.3824609766416485;;926.0346182446161;False
562;Neutrophil;MacCD163;100;150.0;2;4199.0;288.0;3382.009756097561;357.57200221545276;213.83538944825716;4702.543861409756;0.0;-0.0;-3.8206502955869723;;926.0346182446161;False
563;Neutrophil;MacCD163;150;200.0;3;4159.0;323.0;3793.0178861788618;354.1657435613403;212.89387361491694;4660.326761052692;0.0;-0.0;-1.7190824123155735;;926.0346182446161;False
564;Neutrophil;MacCD163;200;250.0;4;4170.0;315.0;3699.0731707317073;355.10246469122126;213.15335713644433;4671.93779805054;0.0;-0.0;-2.2093333907325783;;926.0346182446161;False
565;Neutrophil;MacCD163;250;300.0;5;3960.0;302.0;3546.4130081300814;337.219606757131;208.12332179064109;4450.092969991028;0.0;-0.0;-1.9872207896333742;;926.0346182446161;False
566;Neutrophil;MacCD163;300;400.0;6;7342.0;569.0;6681.817886178862;625.2187759623373;274.3382385043891;7988.017183148617;0.0;-0.0;-2.40645313398619;;926.0346182446161;False
567;Neutrophil;MacCD163;400;500.0;7;5921.0;519.0;6094.663414634147;504.2114372749931;249.81027557025715;6509.2582443675465;0.0;0.0;0.695181229986295;;926.0346182446161;False
568;Neutrophil;MacCD163;500;600.0;8;4926.0;453.0;5319.619512195122;419.48075325394626;230.03141354935025;5467.682583612814;0.0;0.0;1.7111554727314509;;926.0346182446161;False
569;Neutrophil;MacCD163;600;700.0;9;3843.0;315.0;3699.0731707317073;327.2563001938521;205.2484707765141;4326.323213196484;0.0;-0.0;-0.7012321637465853;;926.0346182446161;False
570;Neutrophil;MacCD163;700;800.0;10;2948.0;273.0;3205.8634146341465;251.0412628080864;181.25182589492417;3374.815432815827;0.0;0.0;1.4226803694856889;;926.0346182446161;False
571;Neutrophil;MacCD163;800;900.0;11;2216.0;269.0;3158.891056910569;188.70672943782887;158.19160965693996;2588.5127733758736;269.0;80.29327056217113;5.960436580393592;;926.0346182446161;False
572;Neutrophil;MacCD163;900;1000.0;12;1845.0;266.0;3123.661788617886;157.11368042093602;144.82446271262324;2186.0355478065226;266.0;108.88631957906398;8.829045623011552;;926.0346182446161;False
573;Neutrophil;MacCD163;1000;1100.0;13;1570.0;162.0;1902.3804878048782;133.69565217391303;133.9240623321467;1885.3670664917133;162.0;28.304347826086968;2.4818578679351684;;926.0346182446161;False
574;Neutrophil;MacCD163;1100;1200.0;14;1207.0;110.0;1291.739837398374;102.78385488784271;117.80408067110505;1484.4074105507611;0.0;0.0;0.7193285403665898;;926.0346182446161;False
575;Neutrophil;MacCD163;1200;inf;15;2473.0;367.0;4309.713821138212;210.59194129050124;166.7262001396545;2865.6101981207003;367.0;156.40805870949876;11.016347878136303;;926.0346182446161;False
576;Neutrophil;T;0;50.0;0;84617906.0;105.0;1943.1390134529147;4572436.6957214065;;;0.0;-0.0;;;870.6684384340816;False
577;Neutrophil;T;50;100.0;1;3827.0;133.0;2461.3094170403588;206.79683605649404;257.1606301246337;4432.5670066102775;0.0;-0.0;-5.310651876602398;;870.6684384340816;False
578;Neutrophil;T;100;150.0;2;4199.0;188.0;3479.144138372838;226.89833148712268;268.439044290654;4831.125642364583;0.0;-0.0;-2.681636211041393;;870.6684384340816;False
579;Neutrophil;T;150;200.0;3;4159.0;183.0;3386.6137091607943;224.73688036554972;267.25710891906516;4788.342397259635;0.0;-0.0;-2.890049562996326;;870.6684384340816;False
580;Neutrophil;T;200;250.0;4;4170.0;160.0;2960.973734785394;225.33127942398227;267.5828525142096;4800.109464807021;0.0;-0.0;-4.5183248995763;;870.6684384340816;False
581;Neutrophil;T;250;300.0;5;3960.0;148.0;2738.9007046764896;213.98366103572417;261.2683791033322;4575.240016245272;0.0;-0.0;-4.673735488061351;;870.6684384340816;False
582;Neutrophil;T;300;400.0;6;7342.0;265.0;4904.112748238309;396.7343533647189;344.3915188524933;8152.980051932505;0.0;-0.0;-7.078824878976957;;870.6684384340816;False
583;Neutrophil;T;400;500.0;7;5921.0;230.0;4256.399743754004;319.9488022708391;313.60025017884755;6659.47215524787;0.0;-0.0;-5.308032296838627;;870.6684384340816;False
584;Neutrophil;T;500;600.0;8;4926.0;236.0;4367.436258808456;266.1827056217114;288.7707828406841;5606.003227852522;0.0;-0.0;-1.9342806626656055;;870.6684384340816;False
585;Neutrophil;T;600;700.0;9;3843.0;192.0;3553.168481742473;207.66141650512324;257.6594242867255;4449.741577101516;0.0;-0.0;-1.1248628652332942;;870.6684384340816;False
586;Neutrophil;T;700;800.0;10;2948.0;228.0;4219.387572069187;159.298947659928;227.5351476886513;3483.804326726314;228.0;68.70105234007201;5.587653533901037;;870.6684384340816;False
587;Neutrophil;T;800;900.0;11;2216.0;234.0;4330.424087123639;119.74439213514262;198.5864202397825;2683.63528305158;234.0;114.25560786485738;10.647375004648277;;870.6684384340816;False
588;Neutrophil;T;900;1000.0;12;1845.0;183.0;3386.6137091607943;99.6969329825533;181.80592305508532;2273.1202319154695;183.0;83.3030670174467;8.4794471118177;;870.6684384340816;False
589;Neutrophil;T;1000;1100.0;13;1570.0;108.0;1998.657270980141;84.83695652173913;168.12206526115057;1965.8972092889587;108.0;23.163043478260875;2.54967883195041;;870.6684384340816;False
590;Neutrophil;T;1100;1200.0;14;1207.0;84.0;1554.5112107623318;65.22178759346441;147.88578686851355;1555.2444152931505;0.0;0.0;2.3498621342922346;;870.6684384340816;False
591;Neutrophil;T;1200;inf;15;2473.0;445.0;8235.208199871877;133.63171559124896;209.30034985874477;2965.864659279363;445.0;311.36828440875104;27.530810167115096;;870.6684384340816;False
592;Neutrophil;Tumor;0;50.0;0;84617906.0;1102.0;2243.0562621102695;41572266.370292164;;;0.0;-0.0;;;277.5020628407256;False
593;Neutrophil;Tumor;50;100.0;1;3827.0;1779.0;3621.0499911925313;1880.1819959844918;85.28575163999561;4027.832597517393;0.0;-0.0;-2.414823166205015;;277.5020628407256;False
594;Neutrophil;Tumor;100;150.0;2;4199.0;2138.0;4351.773401444425;2062.9433501800054;89.02616878312531;4408.640606782812;0.0;0.0;1.7160504998995618;;277.5020628407256;False
595;Neutrophil;Tumor;150;200.0;3;4159.0;2273.0;4626.557970759204;2043.291591664359;88.63418713917383;4367.717560550351;2273.0;229.70840833564102;5.275142536423811;;277.5020628407256;False
596;Neutrophil;Tumor;200;250.0;4;4170.0;2327.0;4736.471798485115;2048.6958252561617;88.7422180120969;4378.971953815392;2327.0;278.3041747438383;6.38334054720039;;277.5020628407256;False
597;Neutrophil;Tumor;250;300.0;5;3960.0;2085.0;4243.895014972697;1945.524093049017;86.64806148900685;4164.040592057388;2085.0;139.47590695098302;3.276415076045471;;277.5020628407256;False
598;Neutrophil;Tumor;300;400.0;6;7342.0;3692.0;7514.849110445658;3607.08027554694;114.21534287553864;7610.956578853401;0.0;0.0;1.5133615685417414;;277.5020628407256;False
599;Neutrophil;Tumor;400;500.0;7;5921.0;3132.0;6375.0020081028715;2908.951554278593;104.00360676527866;6165.909777966394;3132.0;223.048445721407;4.3652525352076434;;277.5020628407256;False
600;Neutrophil;Tumor;500;600.0;8;4926.0;2330.0;4742.578122247666;2420.114061201883;95.76906563925293;5151.518915461197;0.0;-0.0;-1.9152518250857251;;277.5020628407256;False
601;Neutrophil;Tumor;600;700.0;9;3843.0;1843.0;3751.318231460278;1888.0426993907504;85.45117367604763;4044.222136643778;0.0;-0.0;-1.0729140934599082;;277.5020628407256;False
602;Neutrophil;Tumor;700;800.0;10;2948.0;1443.0;2937.1417297868593;1448.334602603157;75.46064141209754;3125.6962310081;0.0;-0.0;-0.14389316085776022;;277.5020628407256;False
603;Neutrophil;Tumor;800;900.0;11;2216.0;1011.0;2057.8311079795667;1088.7074217668237;65.85997284046752;2371.088384209927;0.0;-0.0;-2.4015936417642547;;277.5020628407256;False
604;Neutrophil;Tumor;900;1000.0;12;1845.0;926.0;1884.818601373965;906.437361534201;60.2948234838334;1986.9834589513337;0.0;0.0;0.6603983405746509;;277.5020628407256;False
605;Neutrophil;Tumor;1000;1100.0;13;1570.0;763.0;1553.041676942047;771.3315217391304;55.756655659602565;1701.2968903911205;0.0;-0.0;-0.3041488564429789;;277.5020628407256;False
606;Neutrophil;Tumor;1100;1200.0;14;1207.0;564.0;1147.9888673595208;592.9918132096373;49.04541758137962;1322.4931324375461;0.0;-0.0;-1.2031936019825662;;277.5020628407256;False
607;Neutrophil;Tumor;1200;inf;15;2473.0;977.0;1988.626105337326;1214.9699702298533;69.41318213276222;2636.4555526756126;0.0;-0.0;-6.9781254767465155;;277.5020628407256;False
608;Neutrophil;Tumor_CD15;0;50.0;0;84617906.0;112.0;5334.634789777411;1776542.508619496;;;0.0;-0.0;;;115.77378500914386;False
609;Neutrophil;Tumor_CD15;50;100.0;1;3827.0;137.0;6525.401483924155;80.34739338133481;412.5632410489306;4798.512189864957;137.0;56.65260661866519;6.540576608481998;;115.77378500914386;False
610;Neutrophil;Tumor_CD15;100;150.0;2;4199.0;145.0;6906.446826051113;88.1574875380781;430.6572202866172;5213.120254868236;145.0;56.8425124619219;6.28677913317978;;115.77378500914386;False
611;Neutrophil;Tumor_CD15;150;200.0;3;4159.0;117.0;5572.78812860676;87.31769246746053;428.7610393378587;5168.655089961093;117.0;29.68230753253947;3.2973801229470197;;115.77378500914386;False
612;Neutrophil;Tumor_CD15;200;250.0;4;4170.0;93.0;4429.652102225887;87.54863611188037;429.28363034760457;5180.885697746196;0.0;0.0;0.6048497633502543;;115.77378500914386;False
613;Neutrophil;Tumor_CD15;250;300.0;5;3960.0;87.0;4143.868095630668;83.13971199113818;419.1533097979687;4947.030615853324;0.0;0.0;0.4386654985959485;;115.77378500914386;False
614;Neutrophil;Tumor_CD15;300;400.0;6;7342.0;172.0;8192.474855729595;154.14438521185266;552.5079058123611;8643.056691645019;0.0;0.0;1.5392989797659613;;115.77378500914386;False
615;Neutrophil;Tumor_CD15;400;500.0;7;5921.0;98.0;4667.805441055235;124.31066532816395;503.1094205393587;7105.7321483299875;0.0;-0.0;-2.490898615258043;;115.77378500914386;False
616;Neutrophil;Tumor_CD15;500;600.0;8;4926.0;61.0;2905.4707337180544;103.4207629465522;463.2754633990818;6016.93034758316;0.0;-0.0;-4.3613992665555665;;115.77378500914386;False
617;Neutrophil;Tumor_CD15;600;700.0;9;3843.0;71.0;3381.777411376752;80.68331140958183;413.36345738075846;4816.396555323507;0.0;-0.0;-1.11577978262942;;115.77378500914386;False
618;Neutrophil;Tumor_CD15;700;800.0;10;2948.0;24.0;1143.1360263808738;61.89289670451399;365.03502864136476;3807.5918025831324;0.0;-0.0;-4.94435829990537;;115.77378500914386;False
619;Neutrophil;Tumor_CD15;800;900.0;11;2216.0;24.0;1143.1360263808738;46.52464691221268;318.5925354231799;2966.228088611737;0.0;-0.0;-3.3675113329132556;;115.77378500914386;False
620;Neutrophil;Tumor_CD15;900;1000.0;12;1845.0;23.0;1095.505358615004;38.73554763223484;291.6715549388193;2531.8340241352776;0.0;-0.0;-2.5696528464772954;;115.77378500914386;False
621;Neutrophil;Tumor_CD15;1000;1100.0;13;1570.0;15.0;714.4600164880462;32.96195652173913;269.71851835315573;2205.138573534059;0.0;-0.0;-3.1719734660256185;;115.77378500914386;False
622;Neutrophil;Tumor_CD15;1100;1200.0;14;1207.0;24.0;1143.1360263808738;25.340816255884796;237.2534221353228;1765.6891141964477;0.0;-0.0;-0.2691804107369207;;115.77378500914386;False
623;Neutrophil;Tumor_CD15;1200;inf;15;2473.0;10.0;476.3066776586974;51.92033024093049;335.7809111314948;3263.7036202711997;0.0;-0.0;-5.946417012250525;;115.77378500914386;False
624;Neutrophil;other;0;50.0;0;84617906.0;886.0;1973.1540685348648;37995747.981134035;;;0.0;-0.0;;;925.1211517711513;False
625;Neutrophil;other;50;100.0;1;3827.0;1462.0;3255.9269167020007;1718.4273919966768;89.2094440325605;4037.07218701394;0.0;-0.0;-6.401486854794922;;925.1211517711513;False
626;Neutrophil;other;100;150.0;2;4199.0;1732.0;3857.2266892803455;1885.465539324287;93.12194439014633;4418.285421282174;0.0;-0.0;-3.6701693994677713;;925.1211517711513;False
627;Neutrophil;other;150;200.0;3;4159.0;1656.0;3687.971938480515;1867.5044482137912;92.71192907275207;4377.319908994004;0.0;-0.0;-5.080555072366839;;925.1211517711513;False
628;Neutrophil;other;200;250.0;4;4170.0;1677.0;3734.739698569942;1872.4437482691776;92.82493005974577;4388.586005983285;0.0;-0.0;-4.68904529365018;;925.1211517711513;False
629;Neutrophil;other;250;300.0;5;3960.0;1703.0;3792.6426396330417;1778.148019939075;90.63442888516958;4173.42776990873;0.0;-0.0;-1.8465097913177544;;925.1211517711513;False
630;Neutrophil;other;300;400.0;6;7342.0;3111.0;6928.309601819373;3296.758273331487;119.4699822887742;7623.330309073098;0.0;-0.0;-3.462714150075662;;925.1211517711513;False
631;Neutrophil;other;400;500.0;7;5921.0;2584.0;5754.661527194234;2658.6905116311273;108.78844072425923;6177.177200885147;0.0;-0.0;-1.5290087044024863;;925.1211517711513;False
632;Neutrophil;other;500;600.0;8;4926.0;2240.0;4988.561076205528;2211.9083702575463;100.17505781339663;5161.894234151121;0.0;0.0;0.6245174953835778;;925.1211517711513;False
633;Neutrophil;other;600;700.0;9;3843.0;1814.0;4039.8436572485834;1725.6118284408751;89.38247654482852;4053.479647442271;0.0;0.0;2.2022622873943227;;925.1211517711513;False
634;Neutrophil;other;700;800.0;10;2948.0;1536.0;3420.7275951123615;1323.7324148435337;78.93231562441537;3133.871399033083;1536.0;212.26758515646634;5.989024791338281;;925.1211517711513;False
635;Neutrophil;other;800;900.0;11;2216.0;1302.0;2899.601125544463;995.0444475214622;68.88995463038572;2378.223446064905;1302.0;306.9555524785378;9.923088630442248;;925.1211517711513;False
636;Neutrophil;other;900;1000.0;12;1845.0;1122.0;2498.734610492233;828.4553274716145;63.06877265664709;1993.5156100673723;1122.0;293.5446725283855;10.365424646064254;;925.1211517711513;False
637;Neutrophil;other;1000;1100.0;13;1570.0;882.0;1964.2459237559265;704.9728260869565;58.321819962426716;1707.3373907102086;882.0;177.0271739130435;6.759835752895155;;925.1211517711513;False
638;Neutrophil;other;1100;1200.0;14;1207.0;686.0;1527.7468295879428;541.975924259208;51.30182182421895;1327.806558378277;686.0;144.024075740792;6.252152812174055;;925.1211517711513;False
639;Neutrophil;other;1200;inf;15;2473.0;1550.0;3451.9061018386465;1110.444457906397;72.6066343735034;2643.975558024959;1550.0;439.555542093603;13.4823230726128;;925.1211517711513;False
640;T;B;0;50.0;0;84628453.0;6.0;7703.466666666666;65914.57326571587;;;0.0;-0.0;;;861.5197713936573;False
641;T;B;50;100.0;1;9305.0;5.0;6419.555555555556;7.247386458044863;3165.8688644141066;16760.05146186171;0.0;-0.0;-0.9114226040371514;;861.5197713936573;False
642;T;B;100;150.0;2;8101.0;11.0;14123.022222222222;6.309626834671836;2990.418681203167;15142.897853532235;0.0;0.0;2.0137722721151934;;861.5197713936573;False
643;T;B;150;200.0;3;7065.0;4.0;5135.644444444444;5.502717391304348;2821.6355186309943;13709.443879043563;0.0;-0.0;-0.6837720686517456;;861.5197713936573;False
644;T;B;200;250.0;4;5774.0;3.0;3851.733333333333;4.49719606757131;2583.105572755399;11856.748781155566;0.0;-0.0;-0.7441688357383647;;861.5197713936573;False
645;T;B;250;300.0;5;4437.0;2.0;2567.822222222222;3.455846718360565;2293.3001111934736;9837.309071110096;0.0;-0.0;-0.8150602568998372;;861.5197713936573;False
646;T;B;300;400.0;6;5585.0;5.0;6419.555555555556;4.349989615065079;2545.08997876303;11578.228898398576;0.0;0.0;0.3279080749676159;;861.5197713936573;False
647;T;B;400;500.0;7;2181.0;3.0;3851.733333333333;1.6987157297147604;1641.4945425840845;6046.424252685911;0.0;0.0;1.0178122984821016;;861.5197713936573;False
648;T;B;500;600.0;8;823.0;2.0;2567.822222222222;0.6410101080033231;1020.591538711197;3226.3094131461066;0.0;0.0;1.709618545755909;;861.5197713936573;False
649;T;B;600;700.0;9;410.0;0.0;0.0;0.3193367488230407;722.957813430355;2112.4355507775454;0.0;-0.0;-0.567114695191681;;861.5197713936573;False
650;T;B;700;800.0;10;236.0;1.0;1283.911111111111;0.18381334810301855;549.3317152079728;1529.577334342967;0.0;0.0;1.9076107970834706;;861.5197713936573;False
651;T;B;800;900.0;11;71.0;2.0;2567.822222222222;0.055299778454721685;301.73774484917635;781.5380899132746;2.0;1.9447002215452782;8.274809051384205;;861.5197713936573;False
652;T;B;900;1000.0;12;58.0;1.0;1283.911111111111;0.04517446690667405;272.74913178393234;700.2751227895919;1.0;0.954825533093326;4.494647162001817;;861.5197713936573;False
653;T;B;1000;1100.0;13;8.0;0.0;0.0;0.006230960952644696;101.34035063422004;246.63828904392625;0.0;-0.0;-0.0789419017196355;;861.5197713936573;False
654;T;B;1100;1200.0;14;5.0;0.0;0.0;0.0038943505954029353;80.11866199581718;193.6650312488096;0.0;-0.0;-0.06240743261864557;;861.5197713936573;False
655;T;B;1200;inf;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;861.5197713936573;False
656;T;BnT;0;50.0;0;84628453.0;1.0;7222.0;11718.146358349488;;;0.0;-0.0;;;246.08153598544325;False
657;T;BnT;50;100.0;1;9305.0;0.0;0.0;1.2884242592079755;7508.517288719524;26986.20701993817;0.0;-0.0;-1.2392593160808771;;246.08153598544325;False
658;T;BnT;100;150.0;2;8101.0;0.0;0.0;1.121711437274993;7092.400642589221;24802.327200559484;0.0;-0.0;-1.1422084577899099;;246.08153598544325;False
659;T;BnT;150;200.0;3;7065.0;1.0;7222.0;0.9782608695652174;6692.096224278309;22823.682332206496;0.0;0.0;0.02346051143592623;;246.08153598544325;False
660;T;BnT;200;250.0;4;5774.0;3.0;21666.0;0.7995015231237884;6126.372784935634;20200.50543729851;3.0;2.2004984768762115;2.594030849555455;;246.08153598544325;False
661;T;BnT;250;300.0;5;4437.0;3.0;21666.0;0.6143727499307671;5439.038782266587;17244.957550182084;3.0;2.385627250069233;3.167655295302056;;246.08153598544325;False
662;T;BnT;300;400.0;6;5585.0;0.0;0.0;0.7733314871226807;6036.210887220558;19799.190393261022;0.0;-0.0;-0.9252493168892044;;246.08153598544325;False
663;T;BnT;400;500.0;7;2181.0;0.0;0.0;0.3019939075048463;3893.146140976472;11348.658571006283;0.0;-0.0;-0.5602152914436871;;246.08153598544325;False
664;T;BnT;500;600.0;8;823.0;0.0;0.0;0.11395735253392413;2420.5453672674676;6522.948750748234;0.0;-0.0;-0.3400060214236255;;246.08153598544325;False
665;T;BnT;600;700.0;9;410.0;0.0;0.0;0.05677097756854057;1714.645006991243;4447.680432575211;0.0;-0.0;-0.23911655084771372;;246.08153598544325;False
666;T;BnT;700;800.0;10;236.0;0.0;0.0;0.03267792855164774;1302.8545582681131;3303.9880295696958;0.0;-0.0;-0.18114071022149641;;246.08153598544325;False
667;T;BnT;800;900.0;11;71.0;0.0;0.0;0.009831071725283854;715.6338973246027;1756.1890463235948;0.0;-0.0;-0.09921274029281382;;246.08153598544325;False
668;T;BnT;900;1000.0;12;58.0;0.0;0.0;0.008031016338964275;646.8813647029879;1581.2892043595718;0.0;-0.0;-0.08966095356082857;;246.08153598544325;False
669;T;BnT;1000;1100.0;13;8.0;0.0;0.0;0.0011077263915812794;240.3497451631684;573.9803977283094;0.0;-0.0;-0.03328482830122815;;246.08153598544325;False
670;T;BnT;1100;1200.0;14;5.0;0.0;0.0;0.0006923289947382996;190.01809124396547;452.4584101798098;0.0;-0.0;-0.02631328399978751;;246.08153598544325;False
671;T;BnT;1200;inf;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;246.08153598544325;False
672;T;DC;0;50.0;0;84628453.0;51.0;8691.964601769912;496556.45193505957;;;0.0;-0.0;;;555.0982653513506;False
673;T;DC;50;100.0;1;9305.0;56.0;9544.117994100296;54.59697798393797;1153.4514769744385;12021.170658949963;0.0;0.0;0.20730650475866935;;555.0982653513506;False
674;T;DC;100;150.0;2;8101.0;42.0;7158.088495575221;47.53252215452783;1089.5280228999923;10666.642427947841;0.0;-0.0;-0.8654311634087534;;555.0982653513506;False
675;T;DC;150;200.0;3;7065.0;27.0;4601.628318584071;41.453804347826086;1028.0336286293948;9485.834195662403;0.0;-0.0;-2.3961975686536343;;555.0982653513506;False
676;T;DC;200;250.0;4;5774.0;43.0;7328.519174041298;33.87887704237053;941.1277174384853;7990.186413958369;0.0;0.0;1.6517621840660601;;555.0982653513506;False
677;T;DC;250;300.0;5;4437.0;24.0;4090.336283185841;26.034045278316256;835.5401040564874;6404.546585459462;0.0;-0.0;-0.4148977591035208;;555.0982653513506;False
678;T;DC;300;400.0;6;5585.0;39.0;6646.796460176991;32.76992176682359;927.2771301537609;7768.5707733848485;0.0;0.0;1.14506917689313;;555.0982653513506;False
679;T;DC;400;500.0;7;2181.0;28.0;4772.058997050148;12.796991830517863;598.0615071810603;3589.327225271382;28.0;15.203008169482137;4.332428965814911;;555.0982653513506;False
680;T;DC;500;600.0;8;823.0;14.0;2386.029498525074;4.8289428136250345;371.84193917390974;1698.6208519499016;14.0;9.171057186374966;4.203478235934135;;555.0982653513506;False
681;T;DC;600;700.0;9;410.0;5.0;852.1533923303834;2.4056701744669065;263.4021791189317;1030.264731294093;0.0;0.0;1.6786246560653613;;555.0982653513506;False
682;T;DC;700;800.0;10;236.0;6.0;1022.5840707964602;1.3847272223760732;200.1433114864031;707.3014817670551;6.0;4.615272777623927;3.9301042086030313;;555.0982653513506;False
683;T;DC;800;900.0;11;71.0;1.0;170.4306784660767;0.4165916643589033;109.93501700823889;329.87718170181927;0.0;0.0;0.9044495664072626;;555.0982653513506;False
684;T;DC;900;1000.0;12;58.0;3.0;511.2920353982301;0.3403143173636112;99.37331657541496;292.0062778129934;3.0;2.659685682636389;4.561506559502059;;555.0982653513506;False
685;T;DC;1000;1100.0;13;8.0;0.0;0.0;0.04693990584325672;36.92230541513005;94.945384900303;0.0;-0.0;-0.21667119401275942;;555.0982653513506;False
686;T;DC;1100;1200.0;14;5.0;0.0;0.0;0.029337441152035446;29.190403320572656;73.73814686182247;0.0;-0.0;-0.17128917148178377;;555.0982653513506;False
687;T;DC;1200;inf;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;555.0982653513506;False
688;T;MacCD163;0;50.0;0;84628453.0;1312.0;15406.933333333332;7206660.010384935;;;0.0;-0.0;;;266.9381095272587;False
689;T;MacCD163;50;100.0;1;9305.0;937.0;11003.274796747968;792.380919412905;302.77263968440644;10017.975081015773;937.0;144.61908058709503;5.609076165264327;;266.9381095272587;False
690;T;MacCD163;100;150.0;2;8101.0;660.0;7750.4390243902435;689.8525339241207;285.9931970167077;8774.46251307743;0.0;-0.0;-1.2257668338498162;;266.9381095272587;False
