dataset_name;slide_num;slide_name;slide_path;slide_type;slide_shape;slide_height;slide_width;area_slide;row_tile_size;col_tile_size;n_tiles_row_slide;n_tiles_col_slide;slide_shape_in_tile;n_tiles_slide;pixel_resolution;channels;slide_size;slide_dtype;slide_min;slide_max;panel_version;marker_to_series_json;channels_meta_json;missing_channels;qptiff_channel_to_page;n_cells_slide;mean_n_cells_per_tile_slide;std_n_cells_per_tile_slide;mean_cell_size_slide;std_cell_size_slide;n_cells_B_slide;fraction_B_slide;mean_size_B_slide;std_size_B_slide;n_cells_BnT_slide;fraction_BnT_slide;mean_size_BnT_slide;std_size_BnT_slide;n_cells_DC_slide;fraction_DC_slide;mean_size_DC_slide;std_size_DC_slide;n_cells_MacCD163_slide;fraction_MacCD163_slide;mean_size_MacCD163_slide;std_size_MacCD163_slide;n_cells_Neutrophil_slide;fraction_Neutrophil_slide;mean_size_Neutrophil_slide;std_size_Neutrophil_slide;n_cells_T_slide;fraction_T_slide;mean_size_T_slide;std_size_T_slide;n_cells_Tumor_slide;fraction_Tumor_slide;mean_size_Tumor_slide;std_size_Tumor_slide;n_cells_Tumor_CD15_slide;fraction_Tumor_CD15_slide;mean_size_Tumor_CD15_slide;std_size_Tumor_CD15_slide;n_cells_other_slide;fraction_other_slide;mean_size_other_slide;std_size_other_slide;n_nuclei_in_slide;mean_nuclei_density_slide;std_nuclei_density_slide;area_tissue_slide;fraction_tissue_slide;roi_loc;origin_row;origin_col;end_row;end_col;n_tiles_row_roi;n_tiles_col_roi;roi_shape;roi_shape_in_tiles;roi_height;roi_width;roi_border_size;area_roi;n_cells_roi;n_cells_roi_w_border;fraction_tot_cells_in_roi;mean_n_cells_per_tile_roi;std_n_cells_per_tile_roi;mean_cell_size_roi;std_cell_size_roi;n_cells_B_roi;n_cells_B_roi_w_border;n_all_cells_except_B_roi;fraction_B_roi;mean_size_B_roi;std_size_B_roi;fraction_total_B_in_roi;n_cells_BnT_roi;n_cells_BnT_roi_w_border;n_all_cells_except_BnT_roi;fraction_BnT_roi;mean_size_BnT_roi;std_size_BnT_roi;fraction_total_BnT_in_roi;n_cells_DC_roi;n_cells_DC_roi_w_border;n_all_cells_except_DC_roi;fraction_DC_roi;mean_size_DC_roi;std_size_DC_roi;fraction_total_DC_in_roi;n_cells_MacCD163_roi;n_cells_MacCD163_roi_w_border;n_all_cells_except_MacCD163_roi;fraction_MacCD163_roi;mean_size_MacCD163_roi;std_size_MacCD163_roi;fraction_total_MacCD163_in_roi;n_cells_Neutrophil_roi;n_cells_Neutrophil_roi_w_border;n_all_cells_except_Neutrophil_roi;fraction_Neutrophil_roi;mean_size_Neutrophil_roi;std_size_Neutrophil_roi;fraction_total_Neutrophil_in_roi;n_cells_T_roi;n_cells_T_roi_w_border;n_all_cells_except_T_roi;fraction_T_roi;mean_size_T_roi;std_size_T_roi;fraction_total_T_in_roi;n_cells_Tumor_roi;n_cells_Tumor_roi_w_border;n_all_cells_except_Tumor_roi;fraction_Tumor_roi;mean_size_Tumor_roi;std_size_Tumor_roi;fraction_total_Tumor_in_roi;n_cells_Tumor_CD15_roi;n_cells_Tumor_CD15_roi_w_border;n_all_cells_except_Tumor_CD15_roi;fraction_Tumor_CD15_roi;mean_size_Tumor_CD15_roi;std_size_Tumor_CD15_roi;fraction_total_Tumor_CD15_in_roi;n_cells_other_roi;n_cells_other_roi_w_border;n_all_cells_except_other_roi;fraction_other_roi;mean_size_other_roi;std_size_other_roi;fraction_total_other_in_roi;area_tissue_roi;area_physiological_part_roi;fraction_tissue_roi;fraction_physiological_part_roi;fraction_tot_tissue_in_roi;fraction_tot_physiological_part_in_roi;n_nuclei_in_roi;mean_nuclei_density_roi;std_nuclei_density_roi;ratio_nuclei_density_roi_vs_slide
NewDataset3;1.0;1;/root/cloud-data/eu-ngs/U1086086/Test2/DeepCellMap/data/NewDataset3/001.qptiff;qptiff;(8, 8, 51840);8;51840;414720;512.0;512.0;1;102;(1, 102);102;0.5;['DAPI', 'CD15', 'CK', 'CD3', 'CD11c', 'CD20', 'CD163', 'AF'];6633562027;uint16;;;;;;;;149674;560.5767790262172;355.9493246438296;1010.2784431497792;490.0828980691549;162;0.0010823523123588;903.0753086419754;421.7337043668344;23;0.0001536673036065;707.7826086956521;411.50842657027073;910;0.0060798802731269;1018.9526373626372;465.5792377116877;10150;0.0678140492002619;1168.690738916256;502.0085838753225;1483;0.0099082004890628;1140.4654079568445;530.0020047548393;6121;0.0408955463206702;1165.3158797582091;529.8153700389329;66306;0.4430027927362133;831.8029197960968;402.5449495074427;3323;0.0222015847775832;1014.4544688534456;497.9111960313755;61196;0.408861926587116;1158.7622606052682;504.3678317160224;;;;134370816000.0;324003.7037037037;(17, 16, 30, 30);17;16;30;30;14;15;(14336, 15360);(14, 15);14336;15360;256;220200960;140177;149674;0.9365487659847401;670.7033492822967;321.9282618939134;1009.5433230843864;489.77924188262114;153;162;140024;0.0010914772038208836;891.6699346405229;413.26914036690545;0.9444444444444444;23;23;140154;0.00016407827246980603;707.7826086956521;411.50842657027073;1.0;869;910;139308;0.00619930516418528;1014.2097813578827;466.91353844279706;0.954945054945055;9329;10150;130848;0.06655157408134002;1169.506517311609;501.88033212380435;0.9191133004926109;1432;1483;138745;0.010215655920728792;1132.0209497206704;527.355523172708;0.9656102494942683;5549;6121;134628;0.039585666692824074;1164.9984862137321;528.7288123910996;0.9065512171213854;62457;66306;77720;0.445558115810725;832.7215924556094;403.33920585868475;0.9419509546647362;3244;3323;136933;0.02314217025617612;1012.2898273736129;497.8812681273651;0.9762263015347578;57121;61196;83056;0.40749195659773;1158.7959594544914;504.1901410160153;0.9334106804366299;220200960;;1.0;;0.001638755844126153;;;;;
